title,abstract,authors,year,journal,doi,url,notes
Machine-Learning Aiding Sustainable Indian Ocean Tuna Purse Seine Fishery,"Among the various challenges facing tropical tuna purse seine fleet are the need to reduce fuel consumption and carbon footprint, as well as minimising bycatch of vulnerable species. tools designed for forecasting optimum tuna fishing grounds can contribute to adapting to changes in fish distribution due to climate change, by identifying the location of new suitable fishing grounds, and thus reducing the search time. while information about the high probability to find vulnerable species could result in a bycatch reduction. the present study aims at contributing to a more sustainable and cleaner fishing, i.e. catching the same amount of target tuna with less fuel consumption/emissions and lower bycatch. to achieve this, tropical tuna catches as target species, and silky shark accidental catches as bycatch species have been modelled by machine learning models in the indian ocean using as inputs historical catch data of these fleets and environmental data. the resulting models show an accuracy of 0.718 and 0.728 for the skj and yft, being the absences (tpr = 0.996 for skj and 0.993 for yft, respectively) better predicted than the high or low catches. in the case of the bet, which is not the main target species of this fleet, the accuracy is lower than that of the previous species. regarding the silky shark, the presence/absence model provides an accuracy of 0.842. even though the model's performance has room for improvement, the present work lays the foundations of a process for forecasting fishing grounds avoiding vulnerable species, by only using as input data forecast environmental data provided in near real time by earth observation programs. in the future these models can be improved as more input data and knowledge about the main environmental conditions influencing these species becomes available.",GOIKOETXEA N;GOIENETXEA I;FERNANDES-SALVADOR JA;GON N;GRANADO I;QUINCOCES I;IBAIBARRIAGA L;RUIZ J;MURUA H;CABALLERO A,2024,ECOLOGICAL INFORMATICS,10.1016/j.ecoinf.2024.102577,https://doi.org/10.1016/j.ecoinf.2024.102577,Citations: 10 | Category: Nord uniquement
Global Estimation Of Areas With Suitable Environmental Conditions For Mariculture Species,"Aquaculture has grown rapidly over the last three decades expanding at an average annual growth rate of 5.8% (2005-2014), down from 8.8% achieved between 1980 and 2010. the sector now produces 44% of total food fish production. increasing demand and consumption from a growing global population are driving further expansion of both inland and marine aquaculture (i.e., mariculture, including marine species farmed on land). however, the growth of mariculture is dependent on the availability of suitable farming areas for new facilities, particularly for open farming practices that rely on the natural oceanic environmental parameters such as temperature, oxygen, chlorophyll etc. in this study, we estimated the marine areas within the exclusive economic zones of all countries that were suitable for potential open ocean mariculture activities. to this end, we quantify the environmental niche and inferred the global habitat suitability index (hsi) of the 102 most farmed marine species using four species distribution models. the average weighted hsi across the four models suggests that 72,000,000 km(2) of ocean are to be environmentally suitable to farm one or more species. about 92% of the predicted area (66,000,000 km(2)) is environmentally suitable for farming finfish, 43% (31,000,000 km(2)) for molluscs and 54% (39,000,000 km(2)) for crustaceans. these predictions do not consider technological feasibility that can limit crustaceans farming in open waters. suitable mariculture areas along the atlantic coast of south america and west africa appear to be most under-utilized for farming. our results suggest that factors other than environmental considerations such as the lack of socio-economic and technological capacity, as well as aqua feed supply are currently limiting the potential for mariculture expansion in many areas.",OYINLOLA MA;REYGONDEAU G;WABNITZ CCC;TROELL M;CHEUNG WWL,2018,PLOS ONE,10.1371/journal.pone.0191086,https://doi.org/10.1371/journal.pone.0191086,Citations: 78 | Category: Nord uniquement
"The Impact Of Fishing On A Highly Vulnerable Ecosystem, The Case Of Juan Fernandez Ridge Ecosystem","The juan fernandez ridge (jfre) is a vulnerable marine ecosystem (vme) located off the coast of central chile formed by the juan fernandez archipelago and a group of seamounts. this ecosystem has unique biological and oceanographic features, characterized by: small geographical units, high degree of endemism with a high degree of connectivity within the system. two fleets have historically operated in this system: a long term coastal artisanal fishery associated with the islands, focused mainly on lobster, and a mainland based industrial demersal finfish fishery operating on the seamounts which is currently considered overexploited. the management of these fisheries has been based on a classical single-species approach to determine output controls (industrial fleet) and a mixed management system with formal and informal components (artisanal fleet). there has been growing interest in increasing the exploitation of fisheries, and modernization of the fishing fleet already operating in the jfre. under this scenario of increased levels of fishing exploitation and the high level of interrelation of species it might be necessary to understand the impact of these fisheries from a holistic perspective based on a ecosystem-based modeling approach. to address these challenges we developed an atlantis end-to-end model was configured for this ecosystem. the implemented model has a high degree of skill in representing the observed trends and fluctuations of the jfre. the model shows that the industrial fishing has a localized impact and the artisanal fisheries have a relatively low impact on the ecosystem, mainly via the lobster fishery. the model indicates that the depletion of large sized lobster has leads to an increase in the population of sea urchins. although this increase is not sufficient, as yet, to cause substantial flow-on effects to other groups, caution is advised in case extra pressure leads the ecosystem towards a regime shift.",POROBIC J;FULTON EA;PARADA C;FRUSHER S;ERNST B;MANRÍQUEZ P,2019,PLOS ONE,10.1371/journal.pone.0212485,https://doi.org/10.1371/journal.pone.0212485,Citations: 16 | Category: Majorité Sud
Mapping The Biodiversity Conservation Gaps In The East China Sea,"Being one of the most productive china seas, the east china sea is facing the challenge of unprecedented biodiversity loss and habitat degradation under the dual pressure of anthropogenic disturbance and climate change. although marine protected areas (mpas) are considered an effective conservation tool, it remains un-clear whether existing mpas adequately protect marine biodiversity. to investigate this issue, we first con-structed a maximum entropy model to predict the distributions of 359 threatened species and identified its species richness hotspots in the east china sea. then we identified priority conservation areas (pcas1) under different protection scenarios. since the actual conservation in the east china sea is far from the goals proposed by convention on biological diversity, we calculated a more realistic conservation goal by quantifying the relationship between the percentage of protected areas in the east china sea and the average proportion of habitats covered for all species. finally, we mapped conservation gaps by comparing the pcas under the pro-posed goal and existing mpas. our results showed that these threatened species were very heterogeneously distributed, and their abundance was highest at low latitudes and in nearshore areas. the identified pcas were distributed mainly in nearshore areas, especially in the yangtze river estuary and along the taiwan strait. based on the current distribution of threatened species, we suggest a minimum conservation goal of 20.4% of the total area of the east china sea. only 8.8% of the recommended pcas are currently within the existing mpas. we recommend expanding the mpas in six areas to achieve the minimum conservation target. our findings provide a solid scientific reference and a reasonable short-term target for china to realize the vision of protecting 30% of its oceans by 2030.",WANG ZH;ZENG C;CAO L,2023,JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2023.117667,https://doi.org/10.1016/j.jenvman.2023.117667,Citations: 17 | Category: Nord uniquement
Freshwater Conservation Planning: The Case For Systematic Approaches,"P>1. we review recent advances in systematic conservation planning in fresh waters. most modern systematic planning approaches are based on the care principles: comprehensiveness, adequacy, representativeness and efficiency. efficiency is usually provided by a complementarity-based strategy, aiming to select new conservation areas in the light of previously protected features. these strategies have to be modified to account for the connected nature of rivers. 2. choice of surrogates for conservation features depends on the scale of the assessment, as well as the available expertise and resources. ideally, real information about taxa or processes - extrapolated by models - ensures that target features are protected. where this is not feasible, it is critical that the choice of environmental surrogates is informed by target biota or processes. 3. setting adequacy targets - the most challenging aspect in planning - needs to be evaluated in a freshwater-specific context, as species-area relationships and the distribution of diversity differ in dendritic networks. adequately designed conservation plans also need to consider upstream land use and catchment disturbances. recent studies have largely addressed longitudinal connectivity either by setting rules to protect adjacent subcatchments (or even the entire catchment upstream), or by considering the magnitude of disturbance upstream of selected planning units. very few studies have addressed lateral and vertical connectivity in a systematic way. 4. to implement freshwater conservation plans, we recommend adopting a recently proposed hierarchical protection strategy, from 'freshwater focal areas' that contain the actual features to be protected to mixed-use 'catchment management zones'. stakeholder involvement is crucial, especially in the large multi-use areas upstream and in the surrounding catchment. 5. we conclude that conservation planning using care principles is the only efficient way forward. this special issue shows significant efforts are under way to adapt freshwater-specific adequacy, connectivity and implementation issues in conservation planning. however, a more holistic research investment is required to link freshwater, terrestrial and marine ecosystems.",LINKE S;TURAK E;NEL J,2011,FRESHWATER BIOLOGY,10.1111/j.1365-2427.2010.02456.x,https://doi.org/10.1111/j.1365-2427.2010.02456.x,Citations: 176 | Category: Minorité Sud (collab)
Syzygium Australe (Jcwendl. Ex Link) B. Hyland (Myrtaceae) In South Africa: Current Distribution And Invasion Potential,"Syzygium australe (australian brush-cherry; the names eugenia australis and syzygium paniculatum have been misapplied to this species in some regions) is native to australia. it has been introduced and used as an ornamental plant in several regions outside its native range and is invasive in hawaii and new zealand. the species was first recorded in south africa in 1968 and has become a popular and widely traded and planted ornamental species. the first reports of naturalisation in the country appeared in the first decade of the 21(st) century; the species was subsequently flagged as a priority for investigation and potential regulation as an invasive species. in this paper we mapped the current distribution of s. australe in south africa, determined its introduction status, and modelled its potential distribution. we also investigated whether cultivated plants are producing fertile seeds and compared such seeds with those produced by plants growing outside cultivation. we recorded s. australe at 268 sites across the country, clustered primarily in the western cape province. naturalised populations have established at three sites, all in the western cape. surveys of these established populations revealed similar to 4000 plants covering an area of similar to 7 ha (representing similar to 2 ha condensed canopy area). these populations were flourishing in riparian habitats in urban areas. species distribution models suggest that s. australe has the potential to expand its current range in south africa, primarily in coastal regions. seeds of both cultivated and naturalised plants showed similar high levels of germinability (both 100%). building on these findings, we conducted a risk analysis using the risk analysis of alien taxa framework, and found s. australe to be of high invasion risk in south africa. we recommend that all populations outside cultivation be controlled, and that propagation and trade be prohibited. however, except where they occur near riparian habitats, garden plantings do not need to be prioritised for immediate control, and can rather be phased out over time.",MBOBO T;RICHARDSON DM;WILSON JRU,2023,BIOINVASIONS RECORDS,10.3391/bir.2023.12.3.01,https://doi.org/10.3391/bir.2023.12.3.01,Citations: 6 | Category: Majorité Sud
Distribution Of Pleuroncodes Monodon Larvae Over The Continental Shelf Of South-Central Chile: Field And Modeling Evidence For Partial Local Retention And Transport,"In situ and modeled spatial distribution of squat lobster (pleuroncodes monodon) larvae over the continental shelf off south central chile (35-37 degrees s) was analyzed along with currents and hydrography. we aimed to identify the main larval transport/retention characteristics in the study area, which constitutes the southernmost p. monodon fishing grounds embedded in the humboldt current system. we hypothesized that the main contribution to population renewal originates in the two persistent adult aggregations close to the nursery ground that occurs over a continental shelf terrace limited by two submarine canyons. two extensive bio-physical field campaigns were carried out during the main 2001-2002 upwelling season field data indicated that larvae were released from late austral winter to spring from spots to the north and south of the nursery. zoea i were found mainly below 50 m depth in southward-flowing waters, whereas older zoea dominated in northward flowing layers above 50 m. larvae were circumscribed between the coast and the shelf break front and pelagic retention areas were identified over the widest shelf area. megalopa and juveniles during march, were only found over the nursery area. individual based simulations coupled to the output of a hydrodynamic model (climatological configuration) for the studied area, showed that the release sites close to the nursery made the largest contribution to recruitment. sites further north could also contribute to recruitment if hatching occurred later in the upwelling season. the contribution of vertical behavior to larval success was also important, as was the former's interaction with the site and time of larval release. our results support the relevance of coastal circulation (affected by topography) on the persistence of p. monodon populations off southern chile, and the modulation of temporal variability. these results might apply to other abundant species in the area. (c) 2011 elsevier ltd. all rights reserved.",YANNICELLI B;CASTRO L;PARADA C;SCHNEIDER W;COLAS F;DONOSO D,2012,PROGRESS IN OCEANOGRAPHY,10.1016/j.pocean.2011.07.005,https://doi.org/10.1016/j.pocean.2011.07.005,Citations: 43 | Category: Majorité Sud
Forecasting The Ongoing Invasion Of Lagocephalus Sceleratus In The Mediterranean Sea,"Invasive species from the suez canal, also named ""lessepsian species"", often have an ecological and financial impact on marine life, fisheries, human well-being and health in the mediterranean sea. among these, the silver-cheeked toad-fish lagocephalus sceleratus (gmelin, 1789) has rapidly colonised the eastern mediterranean basin and is currently moving westwards. this pufferfish has a highly opportunistic behaviour, it attacks fish captured in nets and lines and seriously damages fishing gears and catch. it is a highly-toxic species with no immediate economic value for the mediterranean market, although it currently represents 4% of the weight of the total artisanal catches. consequently, the possible effects on mediterranean fisheries and health require to enhance our understanding about the future geographical distribution of this pufferfish in the whole basin. in this paper, an overall habitat suitability map and an effective geographical spread map for l. sceleratus at mediterranean scale are produced by using cloud computing-based algorithms to merge seven machine learning approaches. further, the potential impact of the species is estimated for several mediterranean sea subdivisions: the major fishing areas of the food and agriculture organization of the united nations, the economic exclusive zones, and the subdivisions of the general fisheries commission for the mediterranean sea. our results suggest that without an intervention, l. sceleratus will continue its rapid spread and will likely have a high impact on fisheries. the presented method is generic and can be applied to other invasive species. it is based on an open science approach and all processes are freely available as web services.",CORO G;VILAS LG;MAGLIOZZI C;ELLENBROEK A;SCARPONI P;PAGANO P,2018,ECOLOGICAL MODELLING,10.1016/j.ecolmodel.2018.01.007,https://doi.org/10.1016/j.ecolmodel.2018.01.007,Citations: 66 | Category: Nord uniquement
Untangling Drivers Of Species Distributions: Global Sensitivity And Uncertainty Analyses Of Maxent,"Untangling drivers of systems and uncertainty for species distribution models (sdms) is important to provide reliable predictions that are useful for conservation campaigns. this is particularly true for species whose habitat is threatened by climate change that enhances the uncertainty in future species distributions. global sensitivity and uncertainty analyses (gsua) is a robust method to globally investigate the uncertainty of sdms and the importance of species distributions' drivers in space and time. here we apply gsua to maxent that is one of the popular presence-only sdms. we consider the snowy plover (charadrius alexandrinus nivosus) (sp) in florida that is a shorebird whose habitat is affected by sea level rise due to climate change. the importance of intrinsic and exogenous input factors to the uncertainty of the species distribution is evaluated for maxent. gsua is applied for three projections of the habitat (2006, 2060, and 2100) according to the a1b sea level rise scenario. the large land cover variation determines a moderate decrease in habitat suitability in 2060 and 2100 prospecting a low risk of decline for the sp. the regularization parameter for the environmental features, the uncertainty into the classification of salt-marsh, transitional marsh, and ocean beach, and the maximum number of iterations for the model training are in this order the most important input factors for the average habitat suitability. these results are related to the sp but, in general maxent appears as a very non-linear model where uncertainty mostly derives from the interactions among input factors. the uncertainty of the output is a species-specific variable. thus, gsua need be performed for each case considering local exogenous input factors of the model. gsua allows quantitative informed species-management decisions by providing scenarios with controlled uncertainty and confidence over factors' importance that can be used by resource managers. (c) 2013 elsevier ltd. all rights reserved.",CONVERTINO M;MUÑOZ-CARPENA R;CHU-AGOR ML;KIKER GA;LINKOV I,2014,ENVIRONMENTAL MODELLING & SOFTWARE,10.1016/j.envsoft.2013.10.001,https://doi.org/10.1016/j.envsoft.2013.10.001,Citations: 152 | Category: Nord uniquement
Time To Evolve? Potential Evolutionary Responses Of Fraser River Sockeye Salmon To Climate Change And Effects On Persistence,"Evolutionary adaptation affects demographic resilience to climate change but few studies have attempted to project changes in selective pressures or quantify impacts of trait responses on population dynamics and extinction risk. we used a novel individual-based model to explore potential evolutionary changes in migration timing and the consequences for population persistence in sockeye salmon oncorhynchus nerka in the fraser river, canada, under scenarios of future climate warming. adult sockeye salmon are highly sensitive to increases in water temperature during their arduous upriver migration, raising concerns about the fate of these ecologically, culturally, and commercially important fish in a warmer future. our results suggest that evolution of upriver migration timing could allow these salmon to avoid increasingly frequent stressful temperatures, with the odds of population persistence increasing in proportion to the trait heritability and phenotypic variance. with a simulated 2 degrees c increase in average summer river temperatures by 2100, adult migration timing from the ocean to the river advanced by similar to 10 days when the heritability was 0.5, while the risk of quasi-extinction was only 17% of that faced by populations with zero evolutionary potential (i.e., heritability fixed at zero). the rates of evolution required to maintain persistence under simulated scenarios of moderate to rapid warming are plausible based on estimated heritabilities and rates of microevolution of timing traits in salmon and related species, although further empirical work is required to assess potential genetic and ecophysiological constraints on phenological adaptation. these results highlight the benefits to salmon management of maintaining evolutionary potential within populations, in addition to conserving key habitats and minimizing additional stressors where possible, as a means to build resilience to ongoing climate change. more generally, they demonstrate the importance and feasibility of considering evolutionary processes, in addition to ecology and demography, when projecting population responses to environmental change.",REED TE;SCHINDLER DE;HAGUE MJ;PATTERSON DA;MEIR E;WAPLES RS;HINCH SG,2011,PLOS ONE,10.1371/journal.pone.0020380,https://doi.org/10.1371/journal.pone.0020380,Citations: 97 | Category: Nord uniquement
Taxonomic Relatedness And Spatial Structure Of A Shelf Benthic Gastropod Assemblage,"Aim phylogenetically related species share attributes that lead to common responses to environmental conditions, but which could also produce the exclusion of species by its relatives. these processes could generate the patterns of phylogenetic attraction or repulsion in local communities, where related species would tend to coexist more or less than expected by chance. this paper aims to (1) analyse the phylogenetic structure of a benthic gastropod assemblage in the south-western atlantic ocean (sao); (2) explore the linkages between phylogenetic structure and spatial distribution patterns; (3) compare outcomes driven by the analysis of presence-only data and predictive species distribution models; and (4) explore which aspects of the gained knowledge can be useful to the design of sound conservation and/or management actions. location uruguayan shelf and slope in the sao. methods spatial patterns in taxonomical relatedness were assessed using (1) raw presence/absence data (i.e. realized niche approach) and (2) reconstruction of the potential composition of the assemblage from niche modelling (i.e. fundamental niche approach). null models were used to test hypotheses on assemblage structure. results significant departures from the null hypothesis that all species were drawn from the same assemblage were observed irrespectively of the approach, indicating the existence of non-random structures. however, a high proportion of local communities can be thought as random subsets of the regional species pool. this lack of a strong signal of a taxonomic effect could be related to the absence of a linkage between taxonomic distances and ecological similarities. main conclusions our results suggest a random assembly of local communities from the regional species pool and/or niche filtering independent of phylogeny as main determinants of local community composition. we also suggest that local assemblages displaying significantly higher (or lower) than expected taxonomic relatedness should be taken into consideration for designing spatially explicit conservation measures.",CARRANZA A;DEFEO O;ARIM M,2011,DIVERSITY AND DISTRIBUTIONS,10.1111/j.1472-4642.2010.00720.x,https://doi.org/10.1111/j.1472-4642.2010.00720.x,Citations: 17 | Category: Sud uniquement
Multi-Agent Collaborative Management Of Coastal Pollution From Land-Based Sources From The Perspective Of Emissions Trading: An Evolutionary Game Theory Approach,"Emissions trading has been playing a very important role in addressing pollution of estuarine and coastal waters. this paper aims to explain mechanism of the multi-agent collaborative management of coastal pollution from land-based sources from the perspective of emissions trading and identify its influencing factors. given the current participation of polluting enterprises in emissions trading, this paper constructs a tripartite evolutionary game model consisting of local governments, polluting enterprises, and the public. drawing on this model and the abm (agent-based modeling) for simulation and using artificial neural networks for error corrections, the numerical simulation of the data of dongying, a pilot city of emissions trading is conducted, to examine the influence of different factors on the evolutionarily stable strategy. the results show that: (1) increasing each agent's initial willingness of participating in collaborative management can facilitate the evolution of their behavioral strategies towards collaborative management. specifically, compared with the public, polluter's stronger willingness for emission reduction and the government's more proactive willingness for regulation can better promote collaborative management in land-based pollution; (2) the increase in the reward standard for emissions cutters has a positive impact on enterprises and the public's proactive participation in collaborative management, yet a negative impact on local governments; (3) higher reward from the provincial government and the increase in the emissions trading price have a positive impact on the enthusiasm of local governments, enterprises and the public in collaborative management; (4) the increase in the unit cost of emission reduction will undermine polluting enterprises' enthusiasm in emission reduction. policy suggestions are thus proposed, such as increasing the subsidies for emission reduction, promoting and perfecting the emission trading market, cutting the emission reduction cost of enterprises and the supervision cost of local governments, and increasing the public's concern on the governance of marine pollution from land-based sources. the conclusion will provide a theoretical underpinning for and guide related practice of future preservation of coastal ecologies and management of coastal pollution from land-based sources.",XU HX;SHEN L;CUI YH;GAO JS,2024,OCEAN & COASTAL MANAGEMENT,10.1016/j.ocecoaman.2024.107067,https://doi.org/10.1016/j.ocecoaman.2024.107067,Citations: 10 | Category: Nord uniquement
Can We Derive Macroecological Patterns From Primary Global Biodiversity Information Facility Data?,"Aimto determine whether the method used to build distributional maps from raw data influences the representation of two principal macroecological patterns: the latitudinal gradient in species richness and the latitudinal variation in range sizes (rapoport's rule). locationworld-wide. methodsall available distribution data from the global biodiversity information facility (gbif) for those fish species that are members of orders of fishes with only marine representatives in each order were extracted and cleaned so as to compare four different procedures: point-to-grid (gbif maps), range maps applying an -shape [gbif-extent of occurrence (eoo) maps], the maxent method of species distribution modelling (gbif-maxent maps) and the maxent method but restricted to the area delimited by the -shape (gbif-maxent-restricted maps). resultsthe location of hotspots and the latitudinal gradient in species richness or range sizes are relatively similar in the four procedures. gbif-eoo maps and most gbif-maxent-maps provide overestimations of species richness when compared with those present in a priori well-surveyed cells. gbif-eoo maps seem to provide more reasonable world macroecological patterns. maxent can erroneously predict the presence of species in environmentally similar cells of another hemisphere or in other regions that lie outside the range of the species. limiting this overpredictive capacity, as in the case of gbif-maxent-restricted maps, seems to mimic the frequency of observations derived from a simple point-to-grid procedure, with the utility of this procedure consequently being limited. main conclusionsin studies of macroecological patterns at a global scale, the simple -shape method seems to be a more parsimonious option for extrapolating species distributions from primary data than are distribution models performed indiscriminately and automatically with maxent. gbif data may be used in macroecological patterns if original data are cleaned, autocorrelation is corrected and species richness figures do not constitute obvious underestimations. efforts therefore should focus on improving the number and quality of records that can serve as the source of primary data in macroecological studies.",GARCÍA-ROSELLÓ E;GUISANDE C;MANJARRÉS-HERNÁNDEZ A;GONZÁLEZ-DACOSTA J;HEINE J;PELAYO-VILLAMIL P;GONZÁLEZ-VILAS L;VARI RP;VAAMONDE A;GRANADO-LORENCIO C;LOBO JM,2015,GLOBAL ECOLOGY AND BIOGEOGRAPHY,10.1111/geb.12260,https://doi.org/10.1111/geb.12260,Citations: 103 | Category: Minorité Sud (collab)
The Potential Of Models And Modeling For Social-Ecological Systems Research: The Reference Frame Modses,"Dynamic models have long been a common tool to support management of ecological and economic systems and played a prominent role in the early days of resilience research. model applications have largely focused on policy assessment, the development of optimal management strategies, or analysis of system stability. however, modeling can serve many other purposes such as understanding system responses that emerge from complex interactions of system components, supporting participatory processes, and analyzing consequences of human behavioral complexity. the diversity of purposes, types, and applications of models offers great potential for social-ecological systems (sess) research, but has created much confusion because modeling approaches originate from different disciplines, are based on different assumptions, focus on different levels of analysis, and use different analytical methods. this diversity makes it difficult to identify which approach is most suitable for addressing a specific question. here, our aims are: (1) to introduce the most common types of dynamic models used in sess research and related fields, and (2) to align these models with sess research aims to support the selection and communication of the most suitable approach for a given study. to this end, we organize modeling approaches into a reference scheme called ""modelling for social-ecological systems research"" (modses) along two dimensions: the degree of realism and the degree of knowledge integration. these two dimensions capture key challenges of sess research related to the need to account for context dependence and the intertwined nature of sess as systems of humans embedded in nature across multiple scales, as well as to acknowledge different problem framings, understandings, interests, and values. we highlight the need to be aware of the potentials, limitations, and conceptual backgrounds underlying the different approaches. critical engagement with modeling for different aims of sess research can contribute to developing integrative understanding and action toward enhanced resilience and sustainability.",SCHLÜTER M;MÜLLER B;FRANK K,2019,ECOLOGY AND SOCIETY,10.5751/ES-10716-240131,https://doi.org/10.5751/ES-10716-240131,Citations: 77 | Category: Nord uniquement
"Impact Of Climate Change On The Spatial Distribution Of Endemic Legume Species Of The Guineo-Congolian Forest, Africa","Legumes (family leguminosae) are an economically important and widely distributed species found in several regions of the world, including the guineo-congolian (gc) forest region. recent studies have reported the impact of climate change on plant biodiversity. thus, understanding the distribution pattern of the endemic legume species of the gc region under current and future climate scenarios are imperative for long-term conservation management plans. we used 762 occurrence data of the 237 endemic legume species to elucidate the habitat suitability and impact of climate change on the species. analyses used an ecological niche modeling ensemble method to map the current and future (2050-2070) distribution patterns of the endemic legumes under the rcp 4.5 scenario. further, we generated the ensemble of four different species distribution modeling methods to predict areas where climatically suitable regions is lost or gained under future climate change. the model predicted the current suitable areas for endemic legumes to be southern cameroon, equatorial guinea, gabon, republic of congo (cog), and democratic republic of congo (drc). our findings indicate precipitation of warmest quarter and seasonality as the significant climatic variables affecting the habitat suitability of endemic legumes in the gc regions. results showed areas such as the coastal region of cote d' ivoire, southwest province of cameroon, central african republic, cog (ngounnie), central drc, and southern nigeria will experience >40% loss of climatically suitable areas by 2050. also, species such as baphia maxima, and psophocarpus scandens were projected to experience a 70% reduction in their climatically suitable areas under future climate scenarios. our study concludes that the projected distribution of the endemic legume species in the gc region will consequently decline in the future due to the gross effect of climate change. the anticipated changes in the distribution patterns of the endemic legumes could have significant ecological and socio-economic significance. therefore, we recommend improved conservation to protect the endemic legume species and its associated habitats in gc forest.",OYEBANJI OO;SALAKO G;NNEJI LM;OLADIPO SO;BOLARINWA KA;CHUKWUMA EC;AYOOLA AO;OLAGUNJU TE;IGHODALO DJ;NNEJI IC,2021,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2020.107282,https://doi.org/10.1016/j.ecolind.2020.107282,Citations: 21 | Category: Majorité Sud
Conservation Of Future Boreal Forest Bird Communities Considering Lags In Vegetation Response To Climate Change: A Modified Refugia Approach,"Aimspecies and ecosystems may be unable to keep pace with rapid climate change projected for the 21st century. we evaluated an underexplored dimension of the mismatch between climate and biota: limitations to forest growth and succession affecting habitat suitability. our objective was to inform continental-scale conservation for boreal songbirds under disequilibria between climate, vegetation and fauna. locationboreal and southern arctic ecoregions of north america. methodswe used forest inventory and avian survey data to classify 53 species by seral-stage affinity and applied these to generate alternative projections of changes in species' core habitat distributions based on different vegetation lag-time assumptions. we used our seral stage-modified refugia approach and the zonation algorithm to identify multispecies boreal conservation priorities over the 21st century. we evaluated the sensitivity of land rankings to seral-stage affinity and species' weights and assessed the conservation value of the existing protected areas network compared to zonation results. resultsend-of-century projected changes in songbird distribution were reduced by up to 169% when vegetation lags were considered. zonation land rankings based on unconstrained climate projections were concentrated at high latitudes, whereas those based on strict and modified refugia scenarios were concentrated in coastal and high-elevation areas, as well as biome transition zones, which were fairly consistent over time and species weights. the existing protected areas network covering 14% of the study area was estimated to conserve 12-14% of baseline avian biodiversity across time periods and scenarios, compared to 16-25% for top-ranked zonation areas. main conclusionsfor some boreal songbirds, limits to forest growth and succession may result in dramatic reductions in suitable habitat over the next century. our seral stage-adjusted approach provides conservative and efficient boreal conservation priorities anchored around climatic macrorefugia that are robust to century-long climate change and complement the current protected areas network.",STRALBERG D;BAYNE EM;CUMMING SG;SÓLYMOS P;SONG SJ;SCHMIEGELOW FKA,2015,DIVERSITY AND DISTRIBUTIONS,10.1111/ddi.12356,https://doi.org/10.1111/ddi.12356,Citations: 64 | Category: Nord uniquement
Identifying Predictable Foraging Habitats For A Wide-Ranging Marine Predator Using Ensemble Ecological Niche Models,"Aim ecological niche modelling can provide valuable insight into species' environmental preferences and aid the identification of key habitats for populations of conservation concern. here, we integrate biologging, satellite remote-sensing and ensemble ecological niche models (eenms) to identify predictable foraging habitats for a globally important population of the grey-headed albatross (gha) thalassarche chrysostoma location bird island, south georgia; southern atlantic ocean. methods gps and geolocation-immersion loggers were used to track at-sea movements and activity patterns of gha over two breeding seasons (n = 55; brood-guard). immersion frequency (landings per 10-min interval) was used to define foraging events. eenm combining generalized additive models (gam), maxent, random forest (rf) and boosted regression trees (brt) identified the biophysical conditions characterizing the locations of foraging events, using time-matched oceanographic predictors (sea surface temperature, sst; chlorophyll a, chl-a; thermal front frequency, tfreq; depth). model performance was assessed through iterative cross-validation and extrapolative performance through cross-validation among years. results predictable foraging habitats identified by eenm spanned neritic (<500 m), shelf break and oceanic waters, coinciding with a set of persistent biophysical conditions characterized by particular thermal ranges (3-8 degrees c, 12-13 degrees c), elevated primary productivity (chl-a > 0.5 mg m(-3)) and frequent manifestation of mesoscale thermal fronts. our results confirm previous indications that gha exploit enhanced foraging opportunities associated with frontal systems and objectively identify the apfz as a region of high foraging habitat suitability. moreover, at the spatial and temporal scales investigated here, the performance of multi-model ensembles was superior to that of single-algorithm models, and cross-validation among years indicated reasonable extrapolative performance. main conclusions eenm techniques are useful for integrating the predictions of several single-algorithm models, reducing potential bias and increasing confidence in predictions. our analysis highlights the value of eenm for use with movement data in identifying at-sea habitats of wide-ranging marine predators, with clear implications for conservation and management.",SCALES KL;MILLER PI;INGRAM SN;HAZEN EL;BOGRAD SJ;PHILLIPS RA,2016,DIVERSITY AND DISTRIBUTIONS,10.1111/ddi.12389,https://doi.org/10.1111/ddi.12389,Citations: 85 | Category: Nord uniquement
